,100_0,100_4,100_3,100_1,100_2
100_0,0.0,0.1384716033935547,0.13047528266906738,0.11497879028320312,0.13226008415222168
100_4,0.0,0.0,0.12740421295166016,0.11138367652893066,0.14447641372680664
100_3,0.0,0.0,0.0,0.1263442039489746,0.1531205177307129
100_1,0.0,0.0,0.0,0.0,0.12552142143249512
100_2,0.0,0.0,0.0,0.0,0.0
