,40_0,40_3,40_4,40_2,40_1
40_0,0.0,0.0653541088104248,0.09157037734985352,0.05115675926208496,0.05706024169921875
40_3,0.0,0.0,0.09018158912658691,0.059938669204711914,0.08224177360534668
40_4,0.0,0.0,0.0,0.11034345626831055,0.0923459529876709
40_2,0.0,0.0,0.0,0.0,0.054236650466918945
40_1,0.0,0.0,0.0,0.0,0.0
