,20_1,20_3,20_4,20_2,20_0
20_1,0.0,0.06716752052307129,0.026331424713134766,0.013244390487670898,0.03383994102478027
20_3,0.0,0.0,0.02463245391845703,0.012311220169067383,0.028215646743774414
20_4,0.0,0.0,0.0,0.010228872299194336,0.02839946746826172
20_2,0.0,0.0,0.0,0.0,0.011021852493286133
20_0,0.0,0.0,0.0,0.0,0.0
